tenure,MonthlyCharges,TotalCharges
1,73.55,73.55
5,19.85,108.05
18,44.35,768.05
1,50.8,50.8
7,34.2,256.6
11,55.6,580.8
4,81.0,340.85
68,90.8,6302.85
70,19.7,1341.5
4,25.45,84.2
13,24.5,343.6
2,30.9,59.05
65,74.2,4805.65
72,87.55,6463.15
42,79.9,3313.4
60,93.25,5774.55
3,71.1,213.35
51,59.9,3043.6
32,75.5,2324.7
63,97.45,6253.0
70,104.45,7349.35
28,106.15,3152.5
37,100.3,3541.4
13,35.4,450.4
18,75.9,1373.05
5,43.25,219.0
5,30.5,167.2
70,111.15,7737.55
4,23.9,97.5
1,90.6,90.6
1,45.6,45.6
45,24.65,1138.8
66,79.5,5196.1
39,106.4,4040.65
31,91.15,2995.45
36,55.8,1941.5
12,78.85,876.75
29,100.55,2830.45
52,85.15,4461.85
32,19.8,587.7
30,19.7,599.25
7,35.3,264.8
3,100.95,329.95
64,81.25,5567.55
69,108.75,7493.05
3,54.7,169.45
72,24.75,1859.1
1,71.1,71.1
12,80.45,950.2
22,54.2,1152.7
31,71.05,2168.15
30,94.4,2838.7
7,48.2,340.35
2,70.35,120.25
11,19.7,216.2
30,95.0,2852.4
1,89.1,89.1
71,109.3,7782.85
37,40.55,1390.85
10,19.85,193.05
6,69.1,435.0
15,88.15,1390.6
2,79.2,172.85
67,109.4,7281.6
55,59.45,3157.0
52,75.4,3865.45
55,81.55,4509.5
24,39.1,971.3
62,38.6,2345.55
7,84.35,609.65
66,25.1,1697.7
40,80.0,3168.75
71,90.55,6404.0
4,73.9,280.85
70,115.65,7968.85
49,95.4,4613.95
45,73.85,3371.0
59,19.3,1192.7
12,20.05,265.45
19,65.35,1231.85
40,79.2,3233.85
43,107.55,4533.9
3,29.65,90.05
56,99.8,5515.45
12,79.8,1001.2
27,36.5,1032.0
72,79.5,5661.7
28,105.8,2998.0
15,85.3,1219.85
71,106.75,7283.25
16,94.25,1483.25
41,86.2,3339.05
28,96.6,2684.35
64,19.45,1225.65
10,95.2,930.4
71,113.15,7993.3
38,95.0,3605.6
68,20.5,1424.9
1,70.25,70.25
63,105.4,6713.2
36,84.75,3050.15
56,98.25,5508.35
72,89.85,6562.9
19,25.15,468.35
72,78.45,5682.25
2,75.45,158.4
71,73.35,5154.5
24,54.75,1338.15
1,80.15,80.15
47,21.3,1041.8
72,24.9,1859.2
15,95.7,1451.1
1,20.3,20.3
12,21.15,306.05
12,91.3,1094.5
38,78.95,2862.55
62,104.05,6590.5
58,98.7,5812.6
67,103.15,6895.5
8,101.35,780.5
54,70.7,3770.0
72,86.05,6309.65
72,65.2,4784.45
1,20.55,20.55
42,67.7,2882.25
10,45.55,402.6
33,54.65,1665.2
25,54.3,1296.8
55,100.9,5448.6
60,71.75,4374.55
23,75.3,1702.9
7,64.95,493.65
72,24.85,1871.85
1,51.25,51.25
1,19.2,19.2
8,55.75,446.8
1,70.9,70.9
27,19.7,509.3
25,19.15,477.6
71,116.3,8309.55
57,87.55,4884.85
33,109.9,3694.7
57,97.55,5598.0
67,26.3,1688.9
30,105.7,3181.8
11,20.35,215.25
5,20.15,117.95
49,19.9,1022.6
1,70.3,70.3
23,23.85,625.65
10,104.4,1081.45
53,60.05,3229.65
27,69.05,1793.25
71,71.1,5224.95
1,70.45,70.45
12,19.7,220.35
2,82.0,184.65
1,75.35,75.35
13,84.05,1095.3
6,89.3,577.6
43,64.85,2908.2
31,50.4,1580.1
70,57.8,4039.3
36,20.85,720.05
43,100.0,4211.55
53,93.45,4872.2
1,48.45,48.45
17,94.8,1563.9
72,91.35,6697.2
43,80.45,3398.9
62,92.3,5731.45
62,72.0,4284.2
56,21.2,1238.65
3,107.95,318.6
14,19.35,324.8
16,94.45,1511.2
31,20.1,589.25
21,74.05,1565.7
1,79.2,79.2
26,26.0,684.05
12,45.0,524.35
8,74.05,600.15
37,26.45,911.6
34,64.4,2088.75
4,90.65,367.95
36,19.2,702.9
6,50.05,288.35
1,19.6,19.6
17,44.45,792.15
19,84.75,1651.95
56,59.5,3389.25
41,98.8,3959.15
42,50.25,2203.65
40,56.6,2379.1
3,20.85,60.65
46,24.95,1165.9
15,89.0,1288.3
1,69.6,69.6
39,59.85,2341.5
9,95.9,827.45
69,92.15,6480.9
72,109.25,8109.8
42,66.5,2762.75
11,86.2,893.2
7,93.85,635.6
2,79.95,174.45
70,84.1,5979.7
1,25.1,25.1
2,49.95,107.1
16,19.6,314.45
52,106.5,5621.85
55,77.75,4458.15
60,25.0,1505.05
16,90.8,1442.2
65,69.55,4459.15
20,70.45,1470.95
33,93.8,3124.5
1,50.35,50.35
1,21.05,21.05
49,19.45,921.3
8,84.9,764.95
33,68.25,2171.15
45,95.2,4285.8
24,84.35,1938.05
46,110.0,4874.8
3,74.75,238.1
6,20.2,123.65
47,70.55,3309.25
22,49.45,1031.4
3,25.1,79.8
3,20.5,76.95
22,56.75,1304.85
50,108.75,5431.9
14,81.95,1181.75
23,86.8,1975.85
67,64.55,4250.1
72,48.9,3527.0
3,74.1,228.0
9,75.75,655.9
2,74.9,136.05
20,69.8,1540.35
52,93.25,4631.7
1,71.65,71.65
14,64.7,941.0
8,80.1,679.3
58,104.65,6219.6
6,50.8,288.05
44,68.85,2958.95
50,114.35,5791.1
27,94.55,2724.6
70,64.95,4523.25
54,110.45,6077.75
7,20.25,129.15
66,108.1,7181.95
30,94.1,2804.45
16,112.95,1882.55
1,20.9,20.9
61,103.95,6423.0
34,49.8,1734.2
10,100.25,1064.65
72,106.1,7657.4
17,19.15,343.45
69,19.95,1399.35
35,100.5,3653.35
5,94.45,498.1
22,89.1,1949.4
43,19.65,779.25
7,101.95,700.85
9,70.5,597.9
59,79.85,4786.1
15,19.65,270.6
16,100.0,1534.75
27,19.15,501.35
55,58.6,3068.6
1,20.05,20.05
63,20.6,1298.7
10,92.5,934.1
12,106.7,1253.9
43,25.1,1070.15
13,99.0,1301.7
36,76.35,2606.35
37,80.05,3019.1
68,88.15,6148.45
17,91.85,1574.45
59,93.85,5574.75
53,97.75,5043.2
17,88.25,1460.65
30,70.4,2044.75
46,24.9,1174.8
11,19.95,214.75
63,90.45,5825.5
4,48.75,179.85
1,70.05,70.05
49,97.95,4917.9
17,55.5,934.15
4,73.75,325.45
32,96.15,3019.25
25,25.4,546.85
44,84.8,3626.35
35,62.15,2215.45
1,49.9,49.9
62,19.85,1253.65
21,19.95,416.4
38,89.1,3342.0
32,19.4,641.15
68,110.25,7279.35
72,71.45,5025.85
2,94.95,178.1
47,19.3,890.5
63,108.25,6780.1
39,81.4,3213.75
4,20.7,73.05
1,102.45,102.45
23,104.05,2470.1
8,75.6,535.55
54,30.4,1621.35
71,72.9,5139.65
47,109.55,5124.55
38,101.15,3956.7
57,89.85,4925.35
55,85.1,4657.95
2,19.25,48.35
1,45.2,45.2
13,43.8,592.65
58,79.8,4526.85
49,103.0,5166.2
58,86.1,4890.5
53,69.7,3686.05
7,48.7,340.25
9,85.35,758.6
22,100.65,2415.95
1,19.55,19.55
1,89.15,89.15
58,60.3,3563.8
69,110.05,7430.75
32,96.2,3183.4
9,72.9,651.4
11,54.55,601.25
4,78.9,299.75
5,50.35,237.25
64,24.9,1595.5
61,69.9,4226.7
24,55.65,1400.55
3,29.6,79.45
28,89.95,2625.55
34,30.4,938.65
57,20.55,1252.85
66,63.3,4189.7
11,19.55,223.15
65,67.05,4309.55
71,108.6,7690.9
12,19.3,228.75
34,78.95,2647.2
65,79.4,5071.9
1,20.2,20.2
58,59.75,3624.35
3,69.95,220.45
31,96.6,2877.95
67,89.55,6038.55
62,60.15,3753.2
72,66.75,4760.3
18,58.4,964.9
41,68.6,2877.05
1,49.65,49.65
65,26.5,1698.55
72,88.05,6425.65
43,80.2,3581.6
1,49.0,49.0
59,86.75,5186.0
32,79.25,2619.15
36,35.35,1317.95
6,30.5,208.7
62,69.4,4237.5
33,79.95,2684.85
5,69.35,341.6
2,73.55,145.4
38,80.45,3162.65
23,57.75,1282.85
71,113.65,8166.8
37,91.2,3382.3
5,70.0,347.4
2,70.35,139.05
22,20.45,471.55
17,62.1,1096.65
4,45.65,191.05
2,83.8,163.7
3,34.25,139.35
2,90.35,190.5
4,49.4,184.4
53,25.55,1336.1
18,25.15,476.8
57,39.3,2111.45
25,88.4,2191.15
23,74.95,1710.45
16,84.75,1350.15
11,75.25,888.65
70,98.7,6858.9
54,55.0,3092.65
60,89.55,5231.2
10,20.0,198.6
18,56.25,969.85
47,85.5,4042.3
40,89.6,3488.15
47,39.65,1798.65
62,43.7,2618.3
39,103.45,3994.45
1,20.2,20.2
53,84.6,4449.75
49,52.15,2583.75
62,81.45,4983.05
10,70.1,659.65
19,99.95,1931.75
18,19.0,348.8
55,85.45,4874.7
58,94.7,5430.35
5,47.15,223.15
25,99.5,2369.05
36,104.5,3684.95
1,74.9,74.9
44,19.5,835.5
64,86.55,5632.55
14,104.85,1531.4
1,45.1,45.1
62,24.8,1476.25
52,80.2,4297.6
35,55.0,2010.55
13,106.9,1364.3
36,93.6,3366.05
39,55.9,2184.35
16,81.0,1312.15
64,91.8,5960.5
17,90.2,1454.15
35,20.75,700.45
34,19.6,678.8
72,94.45,6921.7
18,85.2,1553.9
45,113.3,5032.25
3,75.1,270.7
1,68.95,68.95
26,29.8,786.5
14,20.05,299.3
36,92.9,3379.25
12,96.05,1148.1
1,82.3,82.3
58,89.85,5125.75
1,69.65,69.65
6,20.4,107.6
57,109.4,6252.7
67,88.4,5798.3
14,74.3,1096.25
15,69.0,994.8
9,79.55,723.4
2,45.85,81.0
70,89.0,6293.2
1,45.3,45.3
59,95.8,5655.45
51,77.5,3807.35
2,19.3,28.3
64,65.8,4068.0
16,20.1,296.15
72,75.1,5336.35
54,84.4,4484.05
57,19.9,1115.6
15,49.1,679.55
15,51.55,765.5
3,84.3,235.05
4,86.05,308.1
32,93.5,2970.8
1,19.65,19.65
65,91.55,5963.95
31,84.75,2613.4
60,94.4,5610.25
1,25.4,25.4
30,44.5,1307.8
10,49.55,475.7
37,72.25,2575.45
9,80.8,713.1
56,90.55,5116.6
29,74.2,1993.25
18,84.3,1537.9
1,70.6,70.6
53,19.9,1110.05
39,99.95,3767.4
1,49.05,49.05
2,53.85,108.15
1,25.25,25.25
1,80.2,80.2
42,69.4,3058.3
60,50.8,3027.4
12,44.55,480.6
24,49.3,1233.25
67,111.25,7511.65
35,59.45,2136.9
6,19.45,113.5
7,74.85,485.25
6,83.55,477.55
12,89.15,1057.55
64,74.35,4759.55
6,83.9,497.55
17,54.6,934.8
2,19.85,51.6
66,91.7,6075.9
70,84.8,5917.55
60,110.8,6640.7
51,25.5,1281.25
49,40.65,2070.75
52,20.65,1022.95
37,19.85,784.25
38,25.05,963.95
32,90.95,2897.95
48,70.95,3629.2
43,66.25,2907.35
22,95.1,2162.6
29,85.8,2440.25
6,19.7,113.5
10,20.1,184.4
72,85.1,6155.4
61,65.2,3965.05
71,100.55,7113.75
65,99.05,6416.7
39,50.75,2011.4
2,55.1,113.35
67,87.4,5918.8
1,90.6,90.6
6,90.1,521.3
28,81.05,2227.1
13,50.55,610.75
2,24.45,47.5
68,102.1,7149.35
14,20.4,275.7
37,72.1,2658.4
2,20.1,39.8
37,64.65,2347.85
4,99.8,442.85
16,19.7,301.55
4,93.5,362.2
72,111.65,7943.45
4,20.85,62.9
68,85.3,5560.0
1,54.75,54.75
2,85.7,169.8
22,95.9,2234.95
55,89.8,4959.6
23,90.6,1943.2
72,86.65,6094.25
66,110.6,7210.85
21,77.5,1625.0
35,24.3,821.6
4,20.35,77.5
8,19.85,146.6
22,19.9,400.3
55,100.9,5552.05
2,49.25,91.1
17,19.55,280.85
31,81.15,2640.55
49,87.2,4345.0
48,55.8,2651.2
37,58.75,2203.1
42,80.45,3375.9
1,54.65,54.65
3,69.6,207.4
9,77.65,714.15
70,24.7,1685.9
12,19.7,260.9
32,69.75,2347.9
59,19.85,1188.25
24,74.8,1821.2
69,104.05,7262.0
13,104.15,1299.1
42,99.45,4138.05
1,29.85,29.85
70,107.9,7475.85
4,29.65,118.5
60,104.35,6339.45
72,104.45,7459.0
2,67.75,116.65
1,69.25,69.25
40,110.1,4469.1
72,114.85,8317.95
45,103.65,4747.85
22,19.05,454.05
57,84.5,4845.4
17,69.0,1108.0
26,90.1,2312.55
69,116.0,8182.85
24,58.35,1346.9
6,78.95,494.95
1,73.65,73.65
35,72.25,2568.55
26,60.7,1597.4
17,25.1,382.8
1,80.55,80.55
10,64.9,685.55
52,79.75,4217.8
4,74.65,301.4
26,38.85,1025.15
41,102.6,4213.35
18,54.4,957.1
53,19.75,1052.35
1,49.8,49.8
69,109.95,7634.25
60,106.0,6441.4
27,78.2,2078.95
37,90.0,3371.75
47,85.2,3969.35
59,80.1,4693.2
42,84.65,3541.35
25,48.25,1293.8
34,55.0,1885.15
1,20.05,20.05
35,25.4,949.8
52,91.25,4738.3
66,89.9,5958.85
22,20.15,432.5
6,19.5,106.8
54,103.95,5639.05
54,104.1,5645.8
5,99.15,465.05
11,84.8,906.85
31,103.45,3066.45
65,99.1,6496.15
72,23.75,1679.25
8,65.5,573.15
8,86.55,649.65
44,73.85,3122.4
8,69.7,572.85
72,107.7,7919.8
71,80.1,5585.4
68,25.75,1686.15
13,19.45,270.2
62,113.95,6891.4
42,25.05,949.85
9,79.35,661.25
72,103.65,7634.8
55,73.1,4144.9
59,20.35,1267.0
72,19.8,1414.65
13,56.0,764.55
53,105.55,5682.25
6,84.4,556.35
1,24.4,24.4
7,75.7,554.05
1,76.0,76.0
1,79.55,79.55
19,90.6,1660.0
35,70.3,2416.55
41,19.85,810.45
16,35.5,552.7
4,24.1,73.1
13,65.85,902.25
65,100.75,6674.65
1,75.3,75.3
54,91.3,4965.0
10,85.95,858.6
61,82.15,4904.85
33,50.0,1750.85
1,19.3,19.3
30,82.05,2570.2
15,101.75,1669.4
27,19.6,561.15
17,45.05,770.6
67,53.4,3579.15
14,65.45,937.6
65,85.75,5688.45
1,44.05,44.05
3,29.8,94.4
66,66.9,4370.25
28,74.9,2068.55
66,99.5,6710.5
15,25.05,369.1
27,101.25,2754.45
68,64.35,4539.6
23,90.0,2024.1
8,20.2,140.95
59,111.35,6519.75
49,51.8,2541.25
6,18.95,110.15
18,19.35,309.25
5,55.75,266.95
59,106.75,6252.9
54,74.55,4191.45
63,81.55,5029.05
65,20.4,1414.45
40,80.75,3208.65
38,110.7,4428.6
1,75.3,75.3
3,64.6,174.2
72,116.6,8337.45
54,89.4,4869.5
70,85.95,5931.75
56,54.05,2959.8
4,49.25,208.45
67,105.65,6717.9
7,95.35,660.9
45,34.2,1596.6
1,77.15,77.15
44,30.35,1359.7
17,19.9,329.75
61,94.1,5638.3
72,89.55,6448.85
58,19.55,1079.65
72,91.95,6614.9
72,19.75,1567.0
50,90.1,4549.45
12,83.8,1029.75
1,25.0,25.0
9,19.85,183.15
48,79.65,3870.3
56,110.5,6139.5
15,64.85,950.75
72,92.0,6632.75
31,98.9,2911.3
1,25.2,25.2
58,99.25,5846.65
66,80.55,5265.1
72,116.95,8594.4
35,19.65,708.8
64,108.95,7111.3
34,109.8,3587.25
1,59.2,59.2
71,80.4,5727.15
32,93.4,2979.3
72,25.0,1738.9
19,66.4,1286.05
72,114.65,8333.95
23,83.2,2032.3
15,101.35,1553.95
52,35.45,1958.95
72,109.2,7878.3
15,68.6,1108.6
6,49.15,295.65
11,80.5,896.9
20,107.05,2172.05
14,90.45,1266.1
62,110.75,7053.35
34,79.6,2718.3
42,45.1,2049.05
1,85.55,85.55
52,20.1,1078.75
4,29.05,129.6
1,75.1,75.1
69,89.95,6143.15
33,61.05,2018.4
71,24.45,1681.6
63,90.05,5817.0
2,79.0,143.65
60,79.2,4765.0
1,70.7,70.7
21,99.15,1956.4
37,40.2,1478.85
24,98.75,2407.3
33,95.8,3036.75
1,71.0,71.0
1,70.1,70.1
60,39.6,2424.5
29,80.1,2211.8
20,51.8,1023.85
10,51.65,524.5
70,19.8,1397.65
58,105.2,6225.4
55,55.7,3131.8
33,60.9,2033.85
56,103.2,5873.75
25,99.3,2513.5
25,78.35,1837.9
58,106.45,6145.85
59,113.75,6561.25
41,101.1,4016.2
59,19.35,1099.6
3,79.4,244.65
54,79.5,4370.25
34,24.7,780.2
70,44.05,3011.65
2,79.75,159.4
65,106.25,6979.8
28,29.75,790.7
1,60.15,60.15
12,33.15,444.75
51,97.8,4913.3
5,20.2,83.75
19,44.85,893.55
65,91.85,5940.85
60,76.95,4543.95
53,98.4,5149.5
1,61.15,61.15
3,75.0,209.1
6,49.15,270.8
1,74.95,74.95
67,88.8,5903.15
38,74.05,2802.3
47,113.45,5317.8
48,97.05,4692.95
26,69.05,1815.65
71,80.6,5708.2
30,19.3,602.9
64,102.45,6654.1
26,20.3,511.25
55,84.25,4589.85
29,70.75,1974.8
39,81.9,3219.75
6,19.0,105.5
9,69.5,653.25
35,73.45,2661.1
2,20.1,43.15
8,19.35,152.6
9,20.45,147.55
15,59.65,867.1
14,19.6,300.4
1,70.15,70.15
1,74.35,74.35
25,55.55,1405.3
1,79.55,79.55
59,111.1,6555.2
54,24.05,1230.9
43,71.9,3173.35
46,98.85,4564.9
1,20.25,20.25
41,109.1,4454.25
62,108.15,6825.65
49,100.45,4941.8
72,109.7,8129.3
17,19.65,351.55
1,20.15,20.15
1,19.9,19.9
11,44.65,472.25
65,25.1,1725.0
17,81.5,1329.2
3,80.35,253.8
1,20.55,20.55
10,46.0,492.1
35,20.5,759.35
23,83.8,1900.25
71,114.0,8175.9
20,68.7,1416.2
9,50.1,484.05
10,70.0,740.0
10,79.25,793.55
7,19.5,128.6
28,50.8,1386.8
13,74.3,940.35
21,53.15,1183.2
23,79.15,1676.95
56,115.85,6567.9
38,81.0,3084.9
64,19.55,1240.15
16,74.3,1178.25
24,51.15,1275.7
3,75.15,216.75
25,89.7,2187.55
39,19.75,757.95
8,87.05,762.1
2,25.05,56.35
61,43.7,2696.55
5,55.8,274.35
7,20.45,150.75
4,19.95,68.2
34,20.65,716.4
50,103.7,5071.05
49,61.75,3024.15
20,81.45,1671.6
23,20.05,415.1
1,20.2,20.2
70,88.0,5986.45
2,49.05,91.1
4,20.7,83.75
16,89.45,1430.25
11,54.6,617.85
16,20.1,318.6
27,81.3,2272.8
9,40.75,359.4
35,21.1,741.0
63,25.25,1559.3
26,80.5,2088.8
70,79.25,5731.85
4,77.95,305.55
21,71.7,1497.05
64,20.05,1198.05
23,54.15,1312.45
41,80.25,3439.0
69,99.5,6841.45
40,42.35,1716.45
25,70.95,1767.35
64,58.35,3756.45
51,84.2,4299.75
42,103.8,4327.5
13,52.1,670.65
30,100.45,3096.9
10,94.9,1048.85
3,26.4,121.25
4,20.05,85.5
70,97.55,6669.05
64,115.0,7396.15
65,19.55,1218.65
29,34.3,1004.75
19,20.85,467.5
41,94.55,3851.45
64,103.5,6548.65
13,81.9,1028.9
52,94.6,5025.8
30,69.1,2093.9
2,50.15,115.1
10,21.2,222.65
18,75.6,1395.05
1,20.05,20.05
56,100.55,5514.95
10,81.0,818.05
72,25.45,1866.45
53,99.5,5424.25
14,71.0,914.0
18,64.8,1166.7
50,83.4,4113.7
31,20.45,638.55
71,25.05,1873.7
68,110.2,7467.5
46,45.2,2065.15
54,20.4,1090.6
17,80.85,1400.85
23,90.05,2169.8
69,26.0,1796.55
69,95.75,6511.25
50,100.2,5038.45
1,25.8,25.8
68,101.05,6770.5
9,85.3,781.4
20,18.9,347.65
53,111.8,5809.75
52,96.25,4990.25
8,99.65,820.5
62,23.65,1416.75
36,95.4,3474.2
1,99.75,99.75
72,82.3,5980.55
18,95.45,1752.55
1,20.2,20.2
70,78.35,5445.95
6,40.55,217.5
1,45.25,45.25
1,79.5,79.5
3,90.4,268.45
32,101.35,3334.9
25,34.0,853.0
20,19.7,395.6
56,20.05,1090.1
4,25.15,99.95
14,92.9,1337.45
49,99.05,4853.75
1,69.95,69.95
6,49.45,314.6
11,79.5,795.65
68,55.9,3848.8
28,92.2,2568.15
16,63.05,1067.05
1,48.95,48.95
72,108.5,8003.8
53,25.1,1275.6
13,72.8,930.05
72,114.1,8086.4
55,69.05,3842.6
15,76.5,1155.6
33,80.6,2656.5
6,20.65,109.3
19,25.6,485.9
70,60.35,4138.7
5,19.45,86.05
69,19.9,1363.45
41,74.55,3023.55
46,79.2,3593.8
72,92.3,6719.9
71,106.0,7723.7
66,107.35,7051.95
45,75.95,3273.8
44,88.15,3973.2
72,19.7,1379.8
63,75.55,4707.85
14,80.45,1137.05
32,62.45,2045.55
51,80.0,4242.35
28,59.0,1654.45
71,24.65,1710.15
11,74.35,834.2
57,41.1,2258.25
47,110.85,5275.8
22,69.25,1554.0
2,45.4,80.95
10,20.35,176.3
9,95.5,829.1
18,74.8,1438.05
14,48.8,664.4
49,106.65,5168.1
68,100.2,6851.65
4,50.85,239.55
5,75.55,413.65
18,55.2,1058.1
72,89.4,6376.55
18,90.0,1527.35
42,20.75,844.45
70,86.45,5950.2
1,74.35,74.35
15,58.6,939.7
69,20.15,1337.5
68,88.85,6132.7
31,20.9,689.35
2,45.85,105.6
21,20.5,429.55
39,25.0,1004.35
4,20.15,91.4
42,48.15,2032.3
2,61.2,125.95
43,94.35,3921.3
1,25.25,25.25
71,90.55,6239.05
68,70.8,4859.95
51,83.25,4089.45
51,24.95,1288.0
58,82.5,4828.05
10,98.5,1058.25
12,49.85,552.1
40,98.15,4116.8
71,85.45,6029.9
35,19.85,739.35
72,118.75,8672.45
2,49.4,106.55
1,45.65,45.65
54,114.65,6049.5
9,70.05,657.5
1,70.4,70.4
8,95.65,778.1
19,96.8,1743.05
65,70.95,4555.2
60,84.95,4984.85
13,35.1,446.1
3,55.3,196.15
37,101.1,3744.05
3,20.4,63.15
6,69.8,377.85
21,55.95,1157.05
63,79.8,5034.05
21,104.55,2239.4
34,75.55,2425.4
5,56.15,291.45
53,62.85,3419.5
3,35.15,99.75
49,19.0,918.7
1,18.8,18.8
2,49.2,103.7
40,101.3,4113.1
49,98.7,4920.55
4,72.75,317.75
24,79.65,1928.7
20,96.8,1826.7
46,103.15,4594.65
46,60.75,2893.4
2,74.75,144.8
57,18.8,1094.35
10,67.8,653.15
26,35.75,1022.5
60,60.2,3582.4
64,110.3,6997.3
18,74.15,1345.75
12,20.5,255.5
1,69.9,69.9
7,51.3,419.35
3,55.35,165.2
43,75.35,3161.4
17,35.65,646.05
50,20.55,1067.65
48,20.05,1036.0
19,56.1,1033.9
1,70.5,70.5
1,20.6,20.6
10,72.85,688.65
51,20.45,1042.65
33,100.6,3270.25
15,74.2,1133.9
6,19.55,124.45
9,75.2,633.85
1,55.7,55.7
72,111.9,8071.05
70,79.15,5536.5
34,56.95,1889.5
14,18.8,255.55
1,71.15,71.15
51,93.65,4839.15
3,74.5,217.45
10,24.0,226.55
40,26.2,1077.5
13,97.0,1334.45
1,93.3,93.3
39,24.2,914.6
67,60.05,3994.05
8,20.05,163.6
33,19.45,600.25
24,49.7,1167.8
72,69.85,5102.35
59,19.5,1147.85
17,76.45,1233.4
9,58.5,539.85
71,82.7,5831.2
4,80.35,307.4
4,79.0,303.15
13,20.2,273.25
12,99.95,1132.75
60,106.15,6411.25
47,83.35,4065.0
43,77.85,3365.85
15,18.8,294.95
71,93.25,6669.45
34,97.65,3207.55
70,74.1,5222.3
2,68.95,119.75
47,98.75,4533.7
70,94.8,6859.05
3,19.65,68.35
43,106.0,4532.3
33,107.55,3645.5
8,75.0,632.95
72,100.55,7325.1
21,111.2,2317.1
2,54.15,101.65
28,82.85,2320.8
59,25.0,1510.5
20,25.55,507.4
29,19.8,572.2
14,105.95,1348.9
24,90.55,2282.55
53,64.15,3491.55
5,80.2,384.25
67,24.65,1620.45
3,20.55,51.15
8,75.0,658.1
40,36.0,1382.9
55,96.75,5238.9
43,104.3,4451.85
4,42.4,146.4
18,20.35,369.6
60,103.75,5969.95
47,40.3,1794.8
51,23.95,1216.35
35,69.0,2441.7
72,93.05,6735.05
57,103.05,5925.75
16,98.75,1587.55
3,19.65,60.65
52,108.1,5839.3
26,89.15,2277.65
72,84.1,6129.65
1,19.3,19.3
18,90.1,1612.75
7,86.8,620.35
69,59.75,4069.9
2,19.95,47.7
1,68.5,68.5
2,50.95,123.05
23,91.1,2198.3
54,80.6,4299.95
1,19.8,19.8
64,70.2,4481.0
64,53.85,3399.85
48,45.0,2196.3
44,54.0,2440.25
16,19.7,342.4
72,114.9,8496.7
72,91.15,6637.9
3,40.15,130.75
24,54.15,1240.25
11,20.3,246.3
49,98.35,4889.2
63,89.6,5538.8
52,20.4,1090.65
30,90.05,2627.2
38,69.0,2669.45
1,69.7,69.7
13,19.3,259.65
24,66.3,1559.45
54,97.2,5129.45
30,74.75,2111.3
61,118.6,7365.7
14,19.55,294.5
8,49.55,393.45
26,95.0,2497.2
58,20.3,1131.5
29,58.75,1696.2
72,97.95,7114.25
3,63.6,155.65
2,89.5,161.5
9,24.1,259.8
23,73.65,1642.75
10,34.7,329.8
1,45.4,45.4
8,68.55,564.35
4,50.95,207.35
12,45.9,505.95
13,30.15,382.2
45,98.7,4525.8
58,55.5,3166.9
48,107.4,5121.3
30,19.65,655.85
70,104.3,7188.5
18,50.3,913.3
34,50.2,1815.3
39,89.55,3474.45
64,105.65,6903.1
4,19.65,67.55
45,73.55,3349.1
70,45.25,3264.45
32,61.4,1864.65
3,55.15,159.15
61,62.15,3778.85
63,19.7,1275.85
18,49.85,865.75
2,75.7,189.2
20,80.7,1614.2
9,73.8,704.3
14,19.9,283.75
8,69.7,560.85
1,45.95,45.95
4,85.65,321.65
1,55.45,55.45
14,90.9,1259.0
68,54.4,3723.65
49,106.65,5174.35
70,80.7,5617.95
59,34.8,1980.3
49,79.3,3902.45
68,54.1,3794.5
5,78.75,412.1
43,29.3,1224.05
28,105.7,2979.5
5,48.65,235.2
2,62.05,118.3
37,78.9,2976.95
21,84.1,1737.45
71,23.9,1663.5
39,99.1,3877.95
8,54.75,438.05
28,54.35,1426.45
1,70.8,70.8
14,46.35,667.7
59,90.3,5194.05
24,21.1,490.65
47,20.15,1046.2
21,73.7,1558.7
1,19.7,19.7
25,69.75,1729.35
1,81.1,81.1
68,92.2,6392.85
43,34.0,1505.35
1,74.7,74.7
44,77.55,3471.1
13,96.65,1244.5
7,70.1,467.55
2,44.7,93.7
70,49.85,3370.2
53,85.45,4517.25
72,24.3,1778.7
57,104.5,5921.35
4,30.5,118.4
47,58.9,2813.05
1,19.55,19.55
66,25.7,1714.55
47,20.55,1013.05
1,76.45,76.45
41,98.4,4187.75
1,94.4,94.4
10,95.35,898.35
16,20.6,330.25
1,50.75,50.75
26,100.5,2599.95
72,54.2,3937.45
72,64.8,4719.75
1,70.1,70.1
52,80.85,4079.55
53,77.4,4155.95
2,50.3,92.75
34,97.7,3410.0
11,94.0,1078.9
2,70.3,144.0
54,109.75,6110.2
55,25.7,1443.65
57,57.5,3265.95
32,54.2,1739.6
69,79.45,5502.55
67,19.45,1195.95
2,44.6,97.1
20,105.85,2239.65
72,24.8,1874.3
10,45.8,436.2
20,90.2,1776.55
1,69.9,69.9
1,62.8,62.8
41,79.9,3326.2
15,25.25,394.85
1,19.65,19.65
19,89.1,1620.8
5,55.8,300.4
67,36.15,2434.45
49,84.5,3906.7
10,20.0,185.4
62,19.2,1123.65
54,104.3,5278.15
56,111.95,6418.9
45,100.3,4483.95
24,50.6,1288.75
6,50.95,307.6
4,55.9,238.5
1,45.3,45.3
60,20.95,1270.55
15,99.1,1426.4
46,20.25,890.35
2,20.4,42.9
68,76.9,5023.0
27,85.25,2287.25
11,60.25,662.95
23,49.45,1119.35
30,86.45,2538.05
71,80.7,5705.05
1,74.3,74.3
65,25.3,1748.55
69,39.1,2779.5
